pond,cycle,starting_state,end_state,weight
7,12,"AC,RCL","AC,BV,BW,GC,RCL",1
7,12,"AC,RCL","AC,GC,RCL",3
7,12,"AC,RCL",RCL,6
7,12,"BV,BW,GC,RCL","GC,RCL",1
7,12,"BV,BW,RCL","AC,RCL",1
7,12,"BV,BW,RCL","BV,BW,GC,RCL",1
7,12,"BV,BW,RCL",RCL,2
7,12,"BW,GC,RCL","BV,BW,RCL",1
7,12,"BW,GC,RCL",RCL,1
7,12,"BW,HV,RCL",RCL,1
7,12,"BW,RCL","BV,BW,RCL",2
7,12,"BW,RCL",RCL,2
7,12,"GC,RCL","BW,GC,RCL",1
7,12,"GC,RCL","BW,HV,RCL",1
7,12,"GC,RCL",RCL,1
7,12,RCL,"AC,RCL",5
7,12,RCL,"BV,BW,RCL",1
7,12,RCL,"BW,GC,RCL",1
7,12,RCL,"BW,RCL",3
7,12,RCL,"GC,RCL",2
7,12,RCL,none,3
7,12,none,RCL,2
7,12,none,RS,1
7,13,"AC,BV,BW,GC,HV,RCL","AC,BV,GC,RCL",1
7,13,"AC,BV,BW,GC,RCL","AC,GC,RCL",1
7,13,"AC,BV,BW,HV,RCL","AC,RCL",1
7,13,"AC,BV,BW,RCL,RS","AC,BV,RCL,RS",1
7,13,"AC,BV,GC,RCL","AC,RCL",1
7,13,"AC,BV,RCL,RS",RS,1
7,13,"AC,GC,RCL","AC,RCL",2
7,13,"AC,RCL","AC,BV,BW,GC,HV,RCL",1
7,13,"AC,RCL","AC,GC,RCL",1
7,13,"AC,RCL",RCL,4
7,13,"BV,BW,RCL","AC,BV,BW,HV,RCL",1
7,13,"BW,RCL","AC,BV,BW,RCL,RS",1
7,13,"BW,RCL",RCL,1
7,13,"BW,RCL,RS","RCL,RS",1
7,13,"BW,RCL,RS",none,1
7,13,"GC,RCL","AC,BV,BW,GC,RCL",1
7,13,RCL,"AC,RCL",2
7,13,RCL,"BV,BW,RCL",1
7,13,RCL,"BW,RCL",1
7,13,RCL,"GC,RCL",1
7,13,RCL,"RCL,RS",2
7,13,RCL,none,2
7,13,"RCL,RS","BW,RCL,RS",2
7,13,"RCL,RS",RCL,2
7,13,RS,"RCL,RS",1
7,13,RS,none,5
7,13,none,"BW,RCL",1
7,13,none,RCL,3
7,13,none,RS,4
7,14,"AC,BV,BW,GC,RCL","BV,BW,GC,RCL",1
7,14,"AC,BV,BW,RCL","AC,BW,GC,RCL",1
7,14,"AC,BW,GC,RCL","AC,BV,BW,GC,RCL",1
7,14,"AC,BW,GC,RCL","AC,GC,RCL",1
7,14,"AC,BW,RCL","AC,BV,BW,RCL",1
7,14,"AC,BW,RCL",RCL,1
7,14,"AC,GC,HV,RCL","AC,GC,RCL",1
7,14,"AC,GC,RCL","AC,BW,GC,RCL",1
7,14,"AC,GC,RCL","AC,GC,HV,RCL",1
7,14,"AC,GC,RCL","AC,RCL",2
7,14,"AC,GC,RCL","BV,BW,GC,RCL",1
7,14,"AC,GC,RCL,RS","AC,GC,RCL",1
7,14,"AC,RCL","AC,BW,RCL",1
7,14,"AC,RCL",RCL,2
7,14,"BV,BW,GC,HC,RCL","GC,RCL",1
7,14,"BV,BW,GC,RCL","BV,BW,GC,HC,RCL",1
7,14,"BV,BW,GC,RCL","GC,RCL",1
7,14,"BW,RCL",RCL,1
7,14,"GC,RCL","AC,GC,RCL",2
7,14,"GC,RCL","AC,GC,RCL,RS",1
7,14,"GC,RCL",RCL,1
7,14,RCL,"AC,BW,RCL",1
7,14,RCL,"AC,RCL",1
7,14,RCL,"BW,RCL",1
7,14,RCL,"GC,RCL",1
7,14,RCL,"RCL,RS",2
7,14,RCL,none,3
7,14,"RCL,RS","GC,RCL",1
7,14,"RCL,RS",RCL,1
7,14,RS,none,2
7,14,none,RCL,2
7,14,none,RS,3
7,15,"AC,BV,BW,GC,HV,RCL","AC,BV,BW,GC,RCL",1
7,15,"AC,BV,BW,GC,RCL","AC,BW,GC,RCL",1
7,15,"AC,BV,BW,GC,RCL","AC,BW,RCL",1
7,15,"AC,BW,GC,HV,RCL","AC,BV,BW,GC,HV,RCL",1
7,15,"AC,BW,GC,RCL","AC,GC,RCL,RS",1
7,15,"AC,BW,HV,RCL","AC,BW,GC,HV,RCL",1
7,15,"AC,BW,HV,RCL,RS","AC,BW,HV,RCL",1
7,15,"AC,BW,RCL","BW,RCL",1
7,15,"AC,GC,HV,RCL","AC,HV,RCL",1
7,15,"AC,GC,RCL","GC,RCL",1
7,15,"AC,GC,RCL,RS","AC,GC,RCL",1
7,15,"AC,HV,RCL","AC,BW,HV,RCL,RS",1
7,15,"AC,HV,RCL","AC,GC,HV,RCL",1
7,15,"AC,RCL","AC,HV,RCL",1
7,15,"AC,RCL,RS","AC,RCL",1
7,15,"BV,BW,GC,HC,HV,RCL","BV,BW,GC,HV,RCL",1
7,15,"BV,BW,GC,HV,RCL","BV,BW,GC,HC,HV,RCL",1
7,15,"BV,BW,GC,HV,RCL","BW,GC,HV,RCL",1
7,15,"BW,GC,HV,RCL","BW,GC,RCL",1
7,15,"BW,GC,RCL","BW,RCL",2
7,15,"BW,HV,RCL","BV,BW,GC,HV,RCL",1
7,15,"BW,HV,RCL","BW,RCL",1
7,15,"BW,HV,RCL,RS",none,1
7,15,"BW,RCL","BW,HV,RCL",1
7,15,"BW,RCL","BW,HV,RCL,RS",1
7,15,"BW,RCL","HV,RCL",1
7,15,"BW,RCL",RCL,3
7,15,"GC,RCL","BW,GC,RCL",1
7,15,"HV,RCL",RCL,2
7,15,"PC,RS",RS,1
7,15,RCL,"BW,HV,RCL",1
7,15,RCL,"BW,RCL",2
7,15,RCL,"HV,RCL",1
7,15,RCL,"RCL,RS",1
7,15,RCL,none,4
7,15,"RCL,RS",RCL,1
7,15,RS,"PC,RS",1
7,15,RS,none,4
7,15,none,"AC,BV,BW,GC,RCL",1
7,15,none,"AC,RCL,RS",1
7,15,none,RCL,3
7,15,none,RS,4
7,16,"AC,BV,BW,GC,HV,RCL","AC,BV,BW,GC,RCL",1
7,16,"AC,BV,BW,GC,RCL","AC,BV,GC,RCL",1
7,16,"AC,BV,GC,RCL","AC,GC,RCL",1
7,16,"AC,BV,RCL","AC,RCL",1
7,16,"AC,BW,GC,HV,RCL","AC,BW,GC,RCL",1
7,16,"AC,BW,GC,RCL","AC,BW,GC,HV,RCL",1
7,16,"AC,BW,GC,RCL","AC,BW,RCL",1
7,16,"AC,BW,GC,RCL","AC,RCL",1
7,16,"AC,BW,HV,RCL","AC,RCL,RS",1
7,16,"AC,BW,RCL","AC,BV,RCL",1
7,16,"AC,BW,RCL","AC,BW,GC,RCL",1
7,16,"AC,BW,RCL","AC,RCL",1
7,16,"AC,BW,RCL","BW,RCL",1
7,16,"AC,GC,HV,RCL","AC,BW,GC,RCL",1
7,16,"AC,GC,RCL","AC,GC,HV,RCL",1
7,16,"AC,HV,RCL","AC,BV,BW,GC,HV,RCL",1
7,16,"AC,RCL","AC,BW,HV,RCL",1
7,16,"AC,RCL","AC,BW,RCL",3
7,16,"AC,RCL","AC,HV,RCL",1
7,16,"AC,RCL,RS","AC,RCL",1
7,16,"BV,BW,RCL","BW,RCL",1
7,16,"BW,RCL",RCL,3
7,16,"GC,RCL,RS","RCL,RS",1
7,16,"HV,RS",RS,1
7,16,"PC,RS","HV,RS",1
7,16,"PC,RS",RS,1
7,16,RCL,"AC,RCL",1
7,16,RCL,"BV,BW,RCL",1
7,16,RCL,"BW,RCL",1
7,16,RCL,"GC,RCL,RS",1
7,16,RCL,"RCL,RS",2
7,16,RCL,none,3
7,16,"RCL,RS",RCL,4
7,16,RS,"PC,RS",2
7,16,RS,"RCL,RS",1
7,16,RS,none,2
7,16,none,RCL,2
7,16,none,RS,3
7,17,RCL,"RCL,RS",3
7,17,RCL,RP,1
7,17,RCL,none,2
7,17,"RCL,RS",RCL,4
7,17,RP,none,1
7,17,RS,"RCL,RS",1
7,17,RS,none,3
7,17,none,RCL,2
7,17,none,RS,4
7,18,"AC,RCL",RCL,1
7,18,"BV,BW,GC,HV,RCL","BV,RCL",1
7,18,"BV,BW,HV,RCL,RS","RCL,RS",1
7,18,"BV,BW,RCL",RCL,1
7,18,"BV,RCL",RCL,1
7,18,"BW,HV,RCL","BV,BW,GC,HV,RCL",1
7,18,"BW,HV,RCL,RS","BV,BW,HV,RCL,RS",1
7,18,"BW,RCL","BV,BW,RCL",1
7,18,"BW,RCL","RCA,RCL",1
7,18,"BW,RCL",RCL,2
7,18,"PC,RCL","PC,RCL,RS",1
7,18,"PC,RCL,RS","RCL,RS",1
7,18,"PC,RP,RS","RP,RS",1
7,18,"PC,RP,RS",RS,1
7,18,"RCA,RCL",RCL,3
7,18,RCL,"AC,RCL",1
7,18,RCL,"BW,HV,RCL",1
7,18,RCL,"BW,RCL",4
7,18,RCL,"PC,RCL",1
7,18,RCL,"RCA,RCL",2
7,18,RCL,"RCL,RS",3
7,18,RCL,none,1
7,18,"RCL,RS","BW,HV,RCL,RS",1
7,18,"RCL,RS",RCL,5
7,18,"RP,RS","PC,RP,RS",2
7,18,RS,"RCL,RS",1
7,18,RS,"RP,RS",1
7,18,RS,none,1
7,18,none,RCL,1
7,18,none,RS,1
7,19,"BV,GC,HV,RCA,RCL","GC,HV,RCA,RCL",1
7,19,"BW,GC,RCL","GC,RCL",1
7,19,"BW,HV,RCA,RCL","HV,RCA,RCL",1
7,19,"BW,HV,RCL","BW,HV,RCA,RCL",1
7,19,"BW,HV,RCL","HV,RCL",1
7,19,"BW,RCL","BW,HV,RCL",1
7,19,"BW,RCL",RCL,2
7,19,"GC,HV,RCA,RCL","GC,RCA,RCL",1
7,19,"GC,RCA,RCL","BV,GC,HV,RCA,RCL",1
7,19,"GC,RCA,RCL","GC,RCL",1
7,19,"GC,RCA,RCL","PT,RCA,RCL",1
7,19,"GC,RCL","GC,RCA,RCL",1
7,19,"GC,RCL",RCL,2
7,19,"HV,RCA,RCL","HV,RCL",1
7,19,"HV,RCL","BW,HV,RCL",1
7,19,"HV,RCL",RCL,1
7,19,"PT,RCA,RCL",RCL,1
7,19,"RCA,RCL","GC,RCA,RCL",1
7,19,"RCA,RCL",RCL,2
7,19,RCL,"BW,GC,RCL",1
7,19,RCL,"BW,RCL",3
7,19,RCL,"GC,RCL",1
7,19,RCL,"RCA,RCL",3
7,19,RCL,"RCL,RS",1
7,19,RCL,none,4
7,19,"RCL,RS",RCL,1
7,19,RS,none,3
7,19,none,RCL,4
7,19,none,RS,3
7,20,"GC,RCL",RCL,2
7,20,"PC,RS",RS,1
7,20,"RCA,RCL","GC,RCL",1
7,20,"RCA,RCL",RCL,1
7,20,RCL,"GC,RCL",1
7,20,RCL,"RCA,RCL",2
7,20,RCL,"RCL,RS",4
7,20,RCL,none,2
7,20,"RCL,RS",RCL,5
7,20,RS,"PC,RS",1
7,20,RS,RCL,1
7,20,RS,"RCL,RS",1
7,20,RS,none,2
7,20,none,RS,4
7,21,"AC,RCL",RCL,1
7,21,"BV,BW,GC,HV,RCA,RCL","BW,GC,HV,RCA,RCL",1
7,21,"BV,BW,GC,HV,RCL","BW,GC,RCL",1
7,21,"BV,BW,GC,RCA,RCL","BV,BW,RCA,RCL",1
7,21,"BV,BW,GC,RCA,RCL","BW,GC,HV,RCA,RCL",1
7,21,"BV,BW,RCA,RCL","BW,RCL",1
7,21,"BW,GC,HV,RCA,RCL","BV,BW,GC,HV,RCA,RCL",1
7,21,"BW,GC,HV,RCA,RCL","BV,BW,GC,RCA,RCL",1
7,21,"BW,GC,HV,RCA,RCL","BW,GC,RCA,RCL",1
7,21,"BW,GC,HV,RCL","BW,GC,RCL",1
7,21,"BW,GC,RCA,RCL","BV,BW,GC,RCA,RCL",1
7,21,"BW,GC,RCA,RCL","GC,RCA,RCL",1
7,21,"BW,GC,RCL","BW,GC,RCA,RCL",1
7,21,"BW,GC,RCL","BW,RCL",1
7,21,"BW,HC,HV,RCL","BW,HV,RCL",1
7,21,"BW,HV,RCL","HV,RCL,RS",1
7,21,"BW,HV,RCL",RCL,1
7,21,"BW,RCA,RCL","BW,GC,HV,RCA,RCL",1
7,21,"BW,RCL","BV,BW,GC,HV,RCL",1
7,21,"BW,RCL","BW,GC,HV,RCL",1
7,21,"BW,RCL","BW,RCA,RCL",1
7,21,"GC,RCA,RCL","GC,RCL",1
7,21,"GC,RCL",RCL,1
7,21,"HV,RCL","BW,HV,RCL",1
7,21,"HV,RCL,RS","HV,RCL",1
7,21,PC,"PC,RS",1
7,21,"PC,RS",RS,3
7,21,RCL,"AC,RCL",1
7,21,RCL,"BW,HC,HV,RCL",1
7,21,RCL,"BW,RCL",1
7,21,RCL,"RCL,RS",3
7,21,RCL,RS,2
7,21,RCL,none,1
7,21,"RCL,RS",RCL,3
7,21,RS,"PC,RS",2
7,21,RS,none,12
7,21,none,PC,1
7,21,none,RCL,3
7,21,none,RS,9
7,22,"BV,RCA,RCL","RCA,RCL",1
7,22,"BV,RCL","RCA,RCL",1
7,22,"BW,GC,RCA,RCL","RCA,RCL",1
7,22,"BW,RCA,RCL","BW,GC,RCA,RCL",1
7,22,"BW,RCA,RCL","RCA,RCL",1
7,22,"BW,RCL",RCL,1
7,22,"GC,RCL",RCL,1
7,22,PC,none,1
7,22,"PC,RS",RS,2
7,22,"RCA,RCL","BV,RCA,RCL",1
7,22,"RCA,RCL","BW,RCA,RCL",2
7,22,"RCA,RCL",RCL,4
7,22,RCL,"BV,RCL",1
7,22,RCL,"BW,RCL",1
7,22,RCL,"GC,RCL",1
7,22,RCL,"RCA,RCL",3
7,22,RCL,"RCL,RS",1
7,22,RCL,none,2
7,22,"RCL,RS",RCL,2
7,22,"RCL,RS",none,1
7,22,RS,"PC,RS",2
7,22,RS,"RCL,RS",2
7,22,RS,none,3
7,22,none,PC,1
7,22,none,RCL,1
7,22,none,RS,5
8,1,"AC,BV,BW,HC,HV,RCA,RCL","AC,BV,BW,HC,HV,RCL",1
8,1,"AC,BV,BW,HC,HV,RCL","AC,BV,HC,RCL",1
8,1,"AC,BV,BW,HC,RCL","AC,BV,BW,HC,HV,RCA,RCL",1
8,1,"AC,BV,BW,HC,RCL","AC,BV,BW,RCL",1
8,1,"AC,BV,BW,HC,RCL","AC,HC,RCL",1
8,1,"AC,BV,BW,HV,RCL","AC,BV,BW,RCL",1
8,1,"AC,BV,BW,RCL","AC,BV,BW,HC,RCL",1
8,1,"AC,BV,BW,RCL","AC,BV,BW,HV,RCL",1
8,1,"AC,BV,BW,RCL","AC,BW,RCL",1
8,1,"AC,BV,BW,RCL","AC,RCL",1
8,1,"AC,BV,HC,RCL","AC,HC,RCL",2
8,1,"AC,BW,HC,RCL","AC,BV,BW,HC,RCL",1
8,1,"AC,BW,HC,RCL","AC,BV,HC,RCL",1
8,1,"AC,BW,HV,RCL","AC,BW,RCL",1
8,1,"AC,BW,RCL","AC,BV,BW,HC,RCL",1
8,1,"AC,BW,RCL","AC,BV,BW,RCL",2
8,1,"AC,BW,RCL","AC,RCL",2
8,1,"AC,HC,HV,RCL","AC,HC,RCL",1
8,1,"AC,HC,RCL","AC,BW,HC,RCL",2
8,1,"AC,HC,RCL","AC,HC,HV,RCL",1
8,1,"AC,HC,RCL","AC,RCL",1
8,1,"AC,HC,RCL",none,1
8,1,"AC,RCL","AC,BW,HV,RCL",1
8,1,"AC,RCL","AC,BW,RCL",3
8,1,"AC,RCL",none,1
8,1,BW,none,2
8,1,PC,none,1
8,1,"PC,PT",PC,1
8,1,PT,"PC,PT",1
8,1,PT,"PT,RS",2
8,1,PT,none,2
8,1,"PT,RS",PT,2
8,1,RCL,"AC,RCL",1
8,1,RS,none,2
8,1,none,"AC,HC,RCL",1
8,1,none,BW,2
8,1,none,PT,2
8,1,none,RCL,1
8,1,none,RS,3
8,2,"AC,BV,BW,HC,RCA,RCL","AC,BV,HC,RCA,RCL",1
8,2,"AC,BV,BW,HC,RCL","AC,BV,BW,HC,RCA,RCL",1
8,2,"AC,BV,BW,HC,RCL","AC,HC,RCL",1
8,2,"AC,BV,BW,RCA,RCL","AC,BW,RCA,RCL",1
8,2,"AC,BV,BW,RCL","AC,BV,BW,HC,RCL",1
8,2,"AC,BV,HC,RCA,RCL","AC,HC,RCA,RCL",1
8,2,"AC,BV,RCL","AC,BV,BW,RCL",1
8,2,"AC,BW,HC,RCA,RCL",none,1
8,2,"AC,BW,RCA,RCL","AC,BW,HC,RCA,RCL",1
8,2,"AC,BW,RCL","AC,RCL",2
8,2,"AC,HC,HV,RCA,RCL","AC,HC,RCA,RCL",1
8,2,"AC,HC,RCA,RCL","AC,HC,RCL",3
8,2,"AC,HC,RCA,RCL","AC,RCL",1
8,2,"AC,HC,RCL","AC,BW,RCL",1
8,2,"AC,HC,RCL","AC,HC,HV,RCA,RCL",1
8,2,"AC,HC,RCL","AC,HC,RCA,RCL",1
8,2,"AC,HC,RCL","AC,RCL",3
8,2,"AC,HC,RCL",none,1
8,2,"AC,RCA,RCL","AC,RCL,RS",1
8,2,"AC,RCA,RCL",none,1
8,2,"AC,RCL","AC,BV,RCL",1
8,2,"AC,RCL","AC,HC,RCA,RCL",1
8,2,"AC,RCL","AC,HC,RCL",2
8,2,"AC,RCL","AC,RCA,RCL",2
8,2,"AC,RCL",RCL,1
8,2,"AC,RCL,RS","AC,RCL",1
8,2,"BW,RCL","AC,BW,RCL",1
8,2,"BW,RCL","BW,RCL,RS",1
8,2,"BW,RCL,RS",RCL,1
8,2,PC,"PC,RS",1
8,2,PC,none,2
8,2,"PC,RS",PC,1
8,2,"PC,RS",none,1
8,2,PT,RS,1
8,2,PT,none,1
8,2,"PT,RS",RS,1
8,2,RCL,"BW,RCL",2
8,2,RCL,none,1
8,2,RS,"PT,RS",1
8,2,RS,none,3
8,2,none,"AC,BV,BW,HC,RCL",1
8,2,none,"AC,BV,BW,RCA,RCL",1
8,2,none,"AC,HC,RCL",1
8,2,none,PC,2
8,2,none,"PC,RS",1
8,2,none,PT,1
8,2,none,RCA,1
8,2,none,RCL,1
8,2,none,RS,2
8,3,"AC,BV,BW,HC,RCL","AC,BW,RCL",1
8,3,"AC,BW,HC,HV,RCL","AC,HC,HV,RCL",2
8,3,"AC,BW,HC,RCA,RCL","AC,BW,RCA,RCL",2
8,3,"AC,BW,HC,RCL","AC,BV,BW,HC,RCL",1
8,3,"AC,BW,HV,RCA,RCL","AC,HV,RCA,RCL",1
8,3,"AC,BW,HV,RCL","AC,BW,HC,HV,RCL",1
8,3,"AC,BW,RCA,RCL","AC,BW,HC,RCA,RCL",1
8,3,"AC,BW,RCA,RCL","AC,BW,HV,RCL",1
8,3,"AC,BW,RCA,RCL","AC,RCL",1
8,3,"AC,BW,RCA,RCL",none,1
8,3,"AC,BW,RCL","AC,BW,RCA,RCL",1
8,3,"AC,HC,HV,RCA,RCL","AC,BW,HV,RCA,RCL",1
8,3,"AC,HC,HV,RCL","AC,HC,HV,RCA,RCL",1
8,3,"AC,HC,HV,RCL","AC,HC,RCL",1
8,3,"AC,HC,RCA,RCL","AC,RCA,RCL",2
8,3,"AC,HC,RCL","AC,BW,HC,HV,RCL",1
8,3,"AC,HC,RCL","AC,HC,RCA,RCL",1
8,3,"AC,HV,RCA,RCL","AC,RCA,RCL",1
8,3,"AC,HV,RCA,RCL","AC,RCL",1
8,3,"AC,RCA,RCL","AC,BW,HC,RCA,RCL",1
8,3,"AC,RCA,RCL","AC,BW,RCA,RCL",1
8,3,"AC,RCA,RCL","AC,HC,RCA,RCL",1
8,3,"AC,RCA,RCL","AC,HV,RCA,RCL",1
8,3,"AC,RCA,RCL","AC,RCL",1
8,3,"AC,RCA,RCL",RCL,1
8,3,"AC,RCL","AC,BW,HC,RCL",1
8,3,"AC,RCL","AC,HC,RCL",1
8,3,"AC,RCL","AC,RCA,RCL",1
8,3,"BW,RCL",RCL,1
8,3,PT,none,3
8,3,RCA,none,1
8,3,"RCA,RCL",none,1
8,3,RCL,"BW,RCL",1
8,3,RCL,RCA,1
8,3,RCL,"RCA,RCL",1
8,3,RCL,none,1
8,3,none,"AC,RCA,RCL",2
8,3,none,PT,2
8,3,none,RCL,3
8,4,"AC,BV,BW,GC,HC,RCA,RCL","AC,BV,BW,HC,RCA,RCL",1
8,4,"AC,BV,BW,HC,HV,RCA,RCL","AC,BV,BW,HC,RCA,RCL",1
8,4,"AC,BV,BW,HC,HV,RCA,RCL","AC,BW,HC,HV,RCA,RCL",1
8,4,"AC,BV,BW,HC,HV,RCA,RCL","AC,BW,HV,RCA,RCL",1
8,4,"AC,BV,BW,HC,RCA,RCL","AC,BV,RCA,RCL",1
8,4,"AC,BV,BW,HC,RCA,RCL","AC,BW,HC,RCA,RCL",1
8,4,"AC,BV,BW,HC,RCA,RCL","AC,HC,RCA,RCL",1
8,4,"AC,BV,BW,HV,RCA,RCL","AC,BV,BW,HC,HV,RCA,RCL",1
8,4,"AC,BV,BW,HV,RCA,RCL","AC,BW,HV,RCA,RCL",1
8,4,"AC,BV,BW,HV,RCL","AC,RCL",1
8,4,"AC,BV,BW,RCA,RCL","AC,BV,BW,HC,HV,RCA,RCL",1
8,4,"AC,BV,BW,RCA,RCL","AC,BV,BW,HC,RCA,RCL",1
8,4,"AC,BV,HV,RCA,RCL","AC,BV,BW,HV,RCA,RCL",1
8,4,"AC,BV,RCA,RCL","AC,BV,HV,RCA,RCL",1
8,4,"AC,BW,GC,HC,RCL","AC,BW,RCL",1
8,4,"AC,BW,HC,HV,RCA,RCL","AC,BV,BW,HC,HV,RCA,RCL",1
8,4,"AC,BW,HC,HV,RCA,RCL","AC,BW,HC,RCA,RCL",1
8,4,"AC,BW,HC,RCA,RCL","AC,BW,GC,HC,RCL",1
8,4,"AC,BW,HC,RCA,RCL","AC,BW,RCA,RCL",1
8,4,"AC,BW,HV,RCA,RCL","AC,BV,BW,HV,RCA,RCL",1
8,4,"AC,BW,HV,RCA,RCL","AC,BW,HC,HV,RCA,RCL",1
8,4,"AC,BW,HV,RCA,RCL","AC,BW,RCA,RCL",1
8,4,"AC,BW,HV,RCL","AC,BV,BW,HV,RCL",1
8,4,"AC,BW,RCA,RCL","AC,BV,BW,GC,HC,RCA,RCL",1
8,4,"AC,BW,RCA,RCL","AC,BV,BW,RCA,RCL",1
8,4,"AC,BW,RCL","AC,BW,HV,RCL",1
8,4,"AC,HC,RCA,RCL","AC,RCA,RCL",1
8,4,"AC,HC,RCL","AC,RCL",1
8,4,"AC,RCA,RCL","AC,BW,HV,RCA,RCL",1
8,4,"AC,RCA,RCL","RCA,RCL",2
8,4,"AC,RCL","AC,HC,RCL",1
8,4,"AC,RCL","AC,RCA,RCL",1
8,4,"BV,BW,HV,RCA,RCL","BV,BW,RCA,RCL",1
8,4,"BV,BW,RCA,RCL","AC,BV,BW,RCA,RCL",1
8,4,"BW,RCA,RCL","BW,RCL",1
8,4,"BW,RCA,RCL","RCA,RCL",2
8,4,"BW,RCL","BW,RCA,RCL",1
8,4,"BW,RCL",RCL,2
8,4,PT,none,2
8,4,"PT,RCL",RCL,1
8,4,"RCA,RCL","AC,RCA,RCL",1
8,4,"RCA,RCL","BV,BW,HV,RCA,RCL",1
8,4,"RCA,RCL","BW,RCA,RCL",2
8,4,"RCA,RCL",RCL,3
8,4,RCL,"BW,RCL",2
8,4,RCL,"PT,RCL",1
8,4,RCL,"RCA,RCL",3
8,4,RCL,none,1
8,4,RS,none,2
8,4,none,PT,1
8,4,none,RCL,1
8,4,none,RS,3
8,5,"AC,BV,BW,HC,HV,RCA,RCL","AC,BV,HC,RCA,RCL",1
8,5,"AC,BV,BW,HC,RCA,RCL","AC,BV,HC,RCA,RCL",1
8,5,"AC,BV,BW,HC,RCA,RCL","AC,BW,HC,RCA,RCL",1
8,5,"AC,BV,BW,RCA,RCL","AC,BV,BW,HC,RCA,RCL",1
8,5,"AC,BV,BW,RCA,RCL","AC,BV,RCA,RCL",1
8,5,"AC,BV,HC,RCA,RCL","AC,HC,RCA,RCL",2
8,5,"AC,BV,HC,RCA,RCL","AC,HC,RCL",1
8,5,"AC,BV,RCA,RCL","AC,RCA,RCL",1
8,5,"AC,BV,RCL","AC,BV,BW,HC,HV,RCA,RCL",1
8,5,"AC,BW,HC,RCA,RCL","AC,BV,BW,HC,RCA,RCL",1
8,5,"AC,BW,HC,RCA,RCL","AC,BW,RCA,RCL",1
8,5,"AC,BW,RCA,RCL","AC,BV,BW,RCA,RCL",1
8,5,"AC,BW,RCA,RCL","AC,RCA,RCL",1
8,5,"AC,HC,RCA,RCL","AC,BW,HC,RCA,RCL",1
8,5,"AC,HC,RCA,RCL","AC,BW,RCA,RCL",1
8,5,"AC,HC,RCA,RCL","AC,HC,RCL",1
8,5,"AC,HC,RCA,RCL","AC,RCL",1
8,5,"AC,HC,RCL","AC,BV,HC,RCA,RCL",1
8,5,"AC,HC,RCL","AC,HC,RCA,RCL",1
8,5,"AC,HC,RCL","AC,RCL",1
8,5,"AC,HV,RCL","AC,RCL",1
8,5,"AC,RCA,RCL","AC,BV,BW,RCA,RCL",1
8,5,"AC,RCA,RCL","AC,HC,RCA,RCL",1
8,5,"AC,RCA,RCL","AC,RCL",1
8,5,"AC,RCA,RCL","RCA,RCL",1
8,5,"AC,RCL","AC,BV,RCL",1
8,5,"AC,RCL","AC,HC,RCL",1
8,5,"AC,RCL","AC,HV,RCL",1
8,5,"AC,RCL",RCL,1
8,5,"BV,BW,RCA,RCL","AC,RCA,RCL",1
8,5,"BW,RCA,RCL","BV,BW,RCA,RCL",1
8,5,"BW,RCA,RCL","RCA,RCL",1
8,5,"BW,RCL",RCL,1
8,5,PC,none,1
8,5,"PT,RCL",RCL,1
8,5,RCA,none,1
8,5,"RCA,RCL","AC,RCA,RCL",1
8,5,"RCA,RCL","BW,RCA,RCL",2
8,5,RCL,"BW,RCL",1
8,5,RCL,"PT,RCL",1
8,5,RCL,"RCA,RCL",1
8,5,RCL,none,1
8,5,RS,none,1
8,5,none,RCA,1
8,5,none,RCL,1
8,5,none,RS,2
8,6,AC,"AC,BW",1
8,6,AC,"AC,RCA,RCL",1
8,6,"AC,BV,BW","AC,BV,BW,RCL",1
8,6,"AC,BV,BW,GC,HV,RCL","AC,BV,GC,HC,HV,RCL",1
8,6,"AC,BV,BW,HC,HV,RCA","AC,BV,BW,HC,HV,RCA,RCL",1
8,6,"AC,BV,BW,HC,HV,RCA,RCL","AC,BW,RCA,RCL",1
8,6,"AC,BV,BW,HC,HV,RCA,RCL","AC,RCA,RCL",2
8,6,"AC,BV,BW,HC,RCA","AC,BV,BW,HC,HV,RCA",1
8,6,"AC,BV,BW,HC,RCA,RCL","AC,BV,BW,RCA,RCL",1
8,6,"AC,BV,BW,HC,RCA,RCL","AC,HC,RCA,RCL",1
8,6,"AC,BV,BW,RCA,RCL","AC,BV,BW,HC,RCA,RCL",2
8,6,"AC,BV,BW,RCL","AC,HC,RCA,RCL",1
8,6,"AC,BV,GC,HC,HV,RCL","AC,HC,HV,RCL",1
8,6,"AC,BW","AC,BV,BW",1
8,6,"AC,BW,HV,RCA,RCL","AC,BV,BW,HC,HV,RCA,RCL",1
8,6,"AC,BW,RCA,RCL","AC,BV,BW,HC,HV,RCA,RCL",1
8,6,"AC,BW,RCA,RCL","AC,BV,BW,RCA,RCL",1
8,6,"AC,BW,RCA,RCL","AC,RCA,RCL",1
8,6,"AC,BW,RCL","AC,BV,BW,GC,HV,RCL",1
8,6,"AC,GC,HC,HV,RCL","AC,GC,HC,RCL",1
8,6,"AC,GC,HC,RCL","AC,HC,RCL",1
8,6,"AC,HC",AC,1
8,6,"AC,HC,HV,RCL","AC,HC,RCL",1
8,6,"AC,HC,RCA","AC,HC",1
8,6,"AC,HC,RCA,RCL","AC,HC,RCA",1
